Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2BJSMvOGABRxokHKB0OI8i,"Shoota (feat. Lil Uzi Vert)","Die Lit","Playboi Carti;Lil Uzi Vert",2018-05-11,153800,76,true,dalootrobber2121,2022-06-13T22:14:38Z,"rage rap,melodic rap","AWGE Label",0.673,0.649,1,-8.433,0,0.196,0.188,0,0.122,0.47,153.075,4
spotify:track:29TPjc8wxfz4XMn21O7VsZ,"Sky","Whole Lotta Red","Playboi Carti",2020-12-25,193234,80,true,dalootrobber2121,2022-06-13T22:14:42Z,"rage rap","AWGE/Interscope Records",0.785,0.903,2,-4.184,1,0.21,0.258,0,0.169,0.565,139.98,4
spotify:track:1s9DTymg5UQrdorZf43JQm,"Fell In Luv (feat. Bryson Tiller)","Die Lit","Playboi Carti;Bryson Tiller",2018-05-11,206333,74,true,dalootrobber2121,2022-06-13T22:14:47Z,"rage rap,trap soul,r&b","AWGE Label",0.657,0.668,2,-6.208,1,0.136,0.0273,0,0.32,0.227,162.997,4
spotify:track:1e1JKLEDKP7hEQzJfNAgPl,"Magnolia","Playboi Carti","Playboi Carti",2017-04-14,181812,78,true,dalootrobber2121,2022-06-13T22:14:50Z,"rage rap","AWGE Label",0.791,0.582,11,-7.323,0,0.286,0.0114,0,0.35,0.443,162.991,4
spotify:track:1hE8iI3YK9x1VUBDtSzg3x,"Demon Time (feat. Ski Mask The Slump God)","Trip At Knight (Complete Edition)","Trippie Redd;Ski Mask The Slump God",2021-08-21,159452,0,true,dalootrobber2121,2022-06-13T22:15:08Z,"melodic rap","1400 Entertainment, Inc. / 10K Projects",0.718,0.684,11,-5.16,0,0.248,0.0182,0,0.233,0.856,146.084,4
spotify:track:02rdXe0KhMe8p6ZHzYtuw0,"lost souls (with Brent Faiyaz)","The Melodic Blue","Baby Keem;Brent Faiyaz",2021-09-22,269727,2,true,dalootrobber2121,2022-06-13T22:15:17Z,"r&b","Columbia",0.649,0.347,1,-7.67,0,0.404,0.485,0.0000324,0.154,0.176,169.994,4
spotify:track:2ajzBr7vwHTEBeqDzcsNRC,"That Way - Bonus Track","Eternal Atake","Lil Uzi Vert",2020-03-06,212354,60,true,dalootrobber2121,2022-06-13T22:15:40Z,"melodic rap","Generation Now/Atlantic",0.712,0.598,7,-5.368,0,0.0388,0.0546,0,0.154,0.504,130.007,4
spotify:track:7FITP8MVBwdQcbNAr0aVio,"Count Me Out","We Love You Tecca","Lil Tecca",2019-08-30,174093,53,true,dalootrobber2121,2022-06-13T22:15:48Z,"melodic rap,rap","Republic Records",0.836,0.653,4,-6.623,0,0.293,0.406,0,0.12,0.686,101.954,4
spotify:track:2d8JP84HNLKhmd6IYOoupQ,"Trap Queen","Fetty Wap (Deluxe)","Fetty Wap",2015-09-25,222093,84,true,dalootrobber2121,2022-06-13T22:15:58Z,"","300 Entertainment/RGF Productions",0.746,0.873,7,-3.803,1,0.128,0.0244,0,0.354,0.817,148.075,4
spotify:track:59fFsGRwFiuhxKDPc1k6xW,"Opp Stoppa (feat. 21 Savage)","Opp Stoppa (feat. 21 Savage)","YBN Nahmir;21 Savage",2021-01-22,135430,54,true,dalootrobber2121,2022-06-13T22:16:03Z,"","Art@War/Atlantic Records",0.829,0.343,2,-4.937,0,0.102,0.00734,0,0.179,0.312,78.035,4
spotify:track:792HwhrdO3ErRKL5yRe4Ge,"Invincible","Meet The Woo 2","Pop Smoke",2020-02-07,127546,65,true,dalootrobber2121,2022-06-13T22:16:07Z,"brooklyn drill,new york drill,drill","Victor Victor Worldwide",0.548,0.732,11,-5.652,0,0.336,0.125,0,0.269,0.612,142.791,4
spotify:track:2eAZfqOm4EnOF9VvN50Tyc,"The Way Life Goes (feat. Oh Wonder)","Luv Is Rage 2","Lil Uzi Vert;Oh Wonder",2017-08-25,221746,79,true,dalootrobber2121,2022-06-13T22:16:10Z,"melodic rap","Generation Now/Atlantic",0.703,0.757,1,-3.612,1,0.05,0.617,0,0.106,0.696,82.008,4
spotify:track:5uv7zxcC3zgWCe1NS1cpVr,"556","Bawskee 4","Comethazine",2020-10-23,147200,41,true,dalootrobber2121,2022-06-13T22:16:23Z,"","Alamo",0.866,0.512,8,-10.709,0,0.478,0.272,0,0.0706,0.729,150.004,4
spotify:track:5uQOauh47VFt3B2kV9kRXw,"My Shit","Artist","A Boogie Wit da Hoodie",2016-09-16,128156,78,true,dalootrobber2121,2022-06-13T22:16:26Z,"melodic rap","Highbridge The Label",0.812,0.621,5,-8.3,1,0.0515,0.244,0,0.099,0.847,77.998,4
spotify:track:2BcMwX1MPV6ZHP4tUT9uq6,"Knife Talk (with 21 Savage ft. Project Pat)","Certified Lover Boy","Drake;21 Savage;Project Pat",2021-09-03,242965,75,true,dalootrobber2121,2022-06-13T22:16:45Z,"rap,southern hip hop,crunk,gangster rap","OVO",0.849,0.424,5,-9.579,0,0.324,0.0635,0,0.0834,0.153,145.887,4
spotify:track:56uXDJRCuoS7abX3SkzHKQ,"Myron","Eternal Atake (Deluxe) - LUV vs. The World 2","Lil Uzi Vert",2020-03-13,224954,69,true,dalootrobber2121,2022-06-13T22:16:58Z,"melodic rap","Generation Now/Atlantic",0.771,0.654,8,-6.976,0,0.298,0.055,0,0.214,0.573,155.047,4
spotify:track:1JGaV39uhSQd2eAteOxFlF,"Bleed It","Dirt Bag","Blueface",2019-08-09,145546,59,true,dalootrobber2121,2022-06-13T22:17:05Z,"","Cash Money Records Inc.",0.845,0.76,1,-6.008,0,0.362,0.209,0,0.105,0.516,101.91,4
spotify:track:6klLvorLoo1sxvZcjJIY8I,"Make No Sense","AI YoungBoy 2","YoungBoy Never Broke Again",2019-10-11,148629,78,true,dalootrobber2121,2022-06-13T22:17:12Z,"","Never Broke Again, LLC",0.876,0.733,10,-4.478,0,0.333,0.0208,0,0.0999,0.962,154.904,4
spotify:track:4p55EkzkGnWmLYDiNXc14t,"Bands","Bawskee","Comethazine",2018-08-24,98734,53,true,dalootrobber2121,2022-06-13T22:17:19Z,"","Alamo",0.831,0.456,10,-10.778,1,0.585,0.213,0,0.0669,0.535,158.006,4
spotify:track:71FLahKdwoes8yaNGRTCEJ,"Pray 4OR","DON'T SLEEP","Sleepy Hallow;Sheff G",2019-10-31,179173,50,true,dalootrobber2121,2022-06-13T22:17:22Z,"brooklyn drill,new york drill,drill","Winners Circle Entertainment Inc / EMPIRE",0.943,0.547,4,-6.582,1,0.307,0.521,0,0.121,0.721,129.996,4
spotify:track:5hTpBe8h35rJ67eAWHQsJx,"Caroline","Good For You","Aminé",2017-07-28,209640,69,true,dalootrobber2121,2022-06-13T22:17:37Z,"","Universal Records",0.94,0.335,5,-10.179,0,0.505,0.17,0,0.262,0.707,120.04,4
spotify:track:0uxSUdBrJy9Un0EYoBowng,"20 Min","Luv Is Rage 2 (Deluxe)","Lil Uzi Vert",2017-11-17,220586,85,true,dalootrobber2121,2022-06-13T22:17:47Z,"melodic rap","Generation Now/Atlantic",0.773,0.75,8,-4.009,0,0.117,0.109,0,0.174,0.783,123.426,4
spotify:track:7D7e6hm2LiNd6nLuJF6K9Q,"Hex","Hex","80purppp",2018-03-12,122221,5,false,dalootrobber2121,2022-06-13T22:17:51Z,"","Violet High, LLC. under exclusive license to Amuseio AB",0.845,0.398,5,-15.781,1,0.268,0.872,0.00713,0.159,0.482,109.996,4
spotify:track:3P9P3Lq1IGsyhmNrnank0v,"SOLVED THE PROBLEM","BAWSKEE 3.5","Comethazine",2019-07-26,117073,0,true,dalootrobber2121,2022-06-13T22:18:04Z,"","Alamo Records",0.935,0.699,10,-10.394,0,0.25,0.00278,0.0000152,0.101,0.683,98.44,4
spotify:track:3F5CgOj3wFlRv51JsHbxhe,"Jimmy Cooks (feat. 21 Savage)","Honestly, Nevermind","Drake;21 Savage",2022-06-17,218364,81,true,dalootrobber2121,2022-06-18T17:19:11Z,"rap","OVO",0.529,0.673,0,-4.711,1,0.175,0.000307,0.00000241,0.093,0.366,165.921,4
spotify:track:5FkoSXiJPKTNyYgALRJFhD,"ORANGE SODA","DIE FOR MY BITCH","Baby Keem",2019-07-19,129882,76,true,dalootrobber2121,2022-06-21T13:16:54Z,"","Baby Keem LLC",0.83,0.564,1,-7.822,1,0.235,0.177,0,0.128,0.107,85.042,4
spotify:track:1W24W6jQegnNh0x5DfBBPT,"The Grinch","A Love Letter To You 4","Trippie Redd",2019-11-22,91288,2,true,dalootrobber2121,2022-06-21T13:58:44Z,"melodic rap","TenThousand Projects, LLC",0.676,0.503,8,-6.115,1,0.0971,0.135,0.0000636,0.0981,0.196,162.879,4
spotify:track:4apiNNK0jp9uqn3JDG9My1,"Dark Knight Dummo","LIFE'S A TRIP","Trippie Redd;Travis Scott",2018-08-10,256161,1,true,dalootrobber2121,2022-06-21T13:59:00Z,"melodic rap,rap","TenThousand Projects, LLC",0.28,0.822,8,-2.864,0,0.112,0.165,0,0.139,0.255,181.434,3
spotify:track:4Li2WHPkuyCdtmokzW2007,"Ni**as In Paris","Watch The Throne (Deluxe)","JAŸ-Z;Kanye West",2011-08-08,219333,13,true,dalootrobber2121,2022-06-21T14:03:30Z,"hip hop,east coast hip hop,rap","Roc Nation/RocAFella/IDJ",0.789,0.858,1,-5.542,1,0.311,0.129,0,0.349,0.776,140.022,4
spotify:track:4EWCNWgDS8707fNSZ1oaA5,"Heartless","808s & Heartbreak","Kanye West",2008-11-24,211000,86,false,dalootrobber2121,2022-06-21T14:07:39Z,"rap","Roc-A-Fella",0.79,0.647,10,-5.983,0,0.136,0.0515,0,0.248,0.654,87.999,4
spotify:track:7nc7mlSdWYeFom84zZ8Wr8,"Tell Em","Tell Em","Cochise;$NOT",2021-05-28,180379,70,true,dalootrobber2121,2022-06-21T14:12:00Z,"rage rap","Columbia",0.672,0.717,5,-7.476,1,0.226,0.103,0,0.398,0.473,157.905,4
spotify:track:1PS1QMdUqOal0ai3Gt7sDQ,"Gold Digger","Late Registration","Kanye West;Jamie Foxx",2005-08-30,207626,80,true,dalootrobber2121,2022-06-21T14:17:19Z,"rap","Roc-A-Fella",0.629,0.696,1,-5.572,0,0.348,0.0195,0,0.0554,0.623,93.034,4
spotify:track:0wwPcA6wtMf6HUMpIRdeP7,"Hotline Bling","Views","Drake",2016-05-06,267066,83,false,dalootrobber2121,2022-06-27T15:43:15Z,"rap","Cash Money Records/Young Money Ent./Universal Rec.",0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,4
spotify:track:6RfhBNU1FPWTG7VESlfgOl,"Bad Man (Smooth Criminal)","Bad Man (Smooth Criminal)","Polo G",2021-11-12,106000,0,true,dalootrobber2121,2022-06-28T02:16:14Z,"","Columbia",0.882,0.662,0,-6.382,1,0.242,0.0124,0,0.106,0.57,120.034,4
spotify:track:1HsOTiVqdN7PB1zOS2bcsO,"Matt Hardy 999 (feat. Juice WRLD)","Trip At Knight (Complete Edition)","Trippie Redd;Juice WRLD",2021-08-21,188025,0,true,dalootrobber2121,2022-07-02T03:47:03Z,"melodic rap,emo rap","1400 Entertainment, Inc. / 10K Projects",0.672,0.654,1,-4.528,1,0.0966,0.201,0,0.1,0.404,78.512,4
spotify:track:1Nxh11SPVK0vIJgbgF2bAi,"V12","Bawskee","Comethazine",2018-08-24,109777,34,true,dalootrobber2121,2022-07-02T03:47:34Z,"","Alamo",0.804,0.663,8,-3.836,1,0.0895,0.0133,0,0.111,0.363,139.907,3
spotify:track:4i11n6N7xIBKsHvTBupusV,"Martin & Gina","THE GOAT","Polo G",2020-05-15,137872,48,false,dalootrobber2121,2022-07-02T23:59:22Z,"","Columbia",0.817,0.513,1,-8.436,0,0.271,0.28,0,0.11,0.156,93.933,4
spotify:track:3QFInJAm9eyaho5vBzxInN,"family ties (with Kendrick Lamar)","The Melodic Blue","Baby Keem;Kendrick Lamar",2021-09-10,252262,80,true,dalootrobber2121,2022-07-04T00:48:38Z,"hip hop,west coast hip hop","Columbia",0.711,0.611,1,-5.453,1,0.33,0.00588,0,0.23,0.144,134.093,4
spotify:track:3L0IKstjUgDFVQAbQIRZRv,"R.I.P.","Die Lit","Playboi Carti",2018-05-11,192026,71,true,dalootrobber2121,2022-07-04T00:48:46Z,"rage rap","AWGE Label",0.725,0.725,8,-6.067,0,0.159,0.0119,0,0.086,0.515,140.003,4
spotify:track:4CzhtKifG867Lu5DNQVBSA,"Vamp Anthem","Whole Lotta Red","Playboi Carti",2020-12-25,124093,70,true,dalootrobber2121,2022-07-04T00:49:01Z,"rage rap","AWGE/Interscope Records",0.642,0.69,11,-5.101,1,0.261,0.00599,0.0000013,0.322,0.641,164.075,4
spotify:track:3XOalgusokruzA5ZBA2Qcb,"pushin P (feat. Young Thug)","DS4EVER","Gunna;Future;Young Thug",2022-01-13,136266,67,true,dalootrobber2121,2022-07-04T00:49:04Z,"melodic rap,rap,trap","300 Entertainment",0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,1
spotify:track:3UnYMo1aeD0o8VtHy3R8cs,"Neva Cared","Neva Cared","Polo G",2018-03-11,186000,65,true,dalootrobber2121,2022-07-04T00:49:26Z,"","Polo G",0.822,0.35,1,-12.207,0,0.574,0.0213,0,0.0757,0.346,77.528,4
spotify:track:293mQGfVwgXIOdA1GpiwAt,"Love & War","Back For Everything","Kodak Black",2022-02-25,239146,75,true,dalootrobber2121,2022-07-04T00:49:42Z,"","Atlantic Records",0.762,0.649,11,-5.624,0,0.0527,0.58,0.000017,0.0971,0.501,145.09,4
spotify:track:20O48JTG6O46tPAuZbliRA,"Gët Busy","Up 2 Më","Yeat",2021-09-10,157779,0,true,dalootrobber2121,2022-07-04T00:49:49Z,"rage rap","TwizzyRich",0.66,0.58,10,-9.921,0,0.0393,0.0372,0,0.116,0.115,139.902,4
spotify:track:7BbaIYAdi3pg4MGl6PHwPv,"Monëy so big","Up 2 Më","Yeat",2021-09-10,160052,1,true,dalootrobber2121,2022-07-04T00:49:57Z,"rage rap","TwizzyRich",0.693,0.575,2,-7.633,1,0.0906,0.121,0,0.104,0.353,138.016,4
spotify:track:3IPGG5Niex4hGlXFOYWzp9,"Don't Play That","What It Means To Be King","King Von;21 Savage",2022-03-04,133613,59,true,dalootrobber2121,2022-07-04T00:50:01Z,"chicago drill,drill","Forever and a Day, LLC / EMPIRE",0.947,0.605,10,-8.621,0,0.346,0.0748,0.00000754,0.0901,0.656,129.988,4
spotify:track:7ACW7VpgoKmfM1sKo15UhX,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","Who is Nardo Wick?","Nardo Wick;G Herbo;Lil Durk;21 Savage",2021-12-03,279581,64,true,dalootrobber2121,2022-07-04T00:50:27Z,"chicago drill,drill","Flawless Ent./RCA Records",0.748,0.713,6,-6.399,1,0.355,0.00496,0,0.245,0.482,75.591,4
spotify:track:1fewSx2d5KIZ04wsooEBOz,"Space Cadet (feat. Gunna)","NOT ALL HEROES WEAR CAPES (Deluxe)","Metro Boomin;Gunna",2018-11-06,203266,76,true,dalootrobber2121,2022-07-04T00:50:36Z,"melodic rap","Republic Records",0.901,0.464,5,-9.789,0,0.0645,0.368,0.0000182,0.238,0.638,109.004,4
spotify:track:4VHkjPgAis9JNfc1URn7zZ,"Sorry Bout That","4L","Yeat",2021-06-10,186017,1,true,dalootrobber2121,2022-07-06T23:42:32Z,"rage rap","TwizzyRich",0.73,0.643,6,-7.811,0,0.0984,0.0000847,0,0.203,0.492,141.961,4
spotify:track:7d19457woBxmPRCq255YqM,"The Race - Remix","#SantanaWorld (+)","Tay-K;21 Savage;Young Nudy",2017-12-14,211875,63,true,dalootrobber2121,2022-07-07T00:45:06Z,"","88 Classic",0.75,0.548,9,-6.288,1,0.358,0.00619,0,0.156,0.377,160.084,4
spotify:track:4ea9w8c4ROqiZpJVhfBA3m,"Hot (Remix) [feat. Gunna and Travis Scott]","So Much Fun (Deluxe)","Young Thug;Travis Scott;Gunna",2019-12-20,279906,73,true,dalootrobber2121,2022-07-07T00:46:00Z,"rap,trap,melodic rap","300 Entertainment/Atl",0.845,0.631,7,-8.206,0,0.216,0.188,0,0.0806,0.545,111.983,4
spotify:track:0AluA5RNsa4Cx6XRhf2hWZ,"10 Freaky Girls (with 21 Savage)","NOT ALL HEROES WEAR CAPES (Deluxe)","Metro Boomin;21 Savage",2018-11-06,208293,71,true,dalootrobber2121,2022-07-07T00:50:07Z,"","Republic Records",0.797,0.353,6,-9.931,0,0.369,0.59,0,0.102,0.0731,87.997,4
spotify:track:3ruoIF2UnoXdzK8mR61ebq,"Rich Nigga Shit (feat. Young Thug)","SAVAGE MODE II","21 Savage;Metro Boomin;Young Thug",2020-10-02,190331,74,true,dalootrobber2121,2022-07-07T00:51:20Z,"rap,trap,melodic rap","Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",0.825,0.733,1,-5.625,0,0.0969,0.349,0,0.112,0.62,97.974,4
spotify:track:5hwUsRKvnO5yThjVrxHQVt,"Unbothered","STOKELEY","Ski Mask The Slump God",2018-11-30,138426,59,true,dalootrobber2121,2022-07-07T00:51:25Z,"","Republic Records",0.884,0.445,1,-10.58,0,0.418,0.222,0,0.112,0.848,125.008,4
spotify:track:0uATCc7skXRKGBYp4FHdBZ,"Save That Shit","Back from the Dead","Chief Keef;Soulja Boy",2012-03-14,213237,0,true,dalootrobber2121,2022-07-07T15:06:07Z,"chicago drill,drill","GBE ent",0.545,0.826,1,-4.651,1,0.0491,0.138,0,0.338,0.487,140.02,4
spotify:track:14X1WxiHXdVRJ99cMCBzOE,"How I Move (feat. Lil Baby)","LOVE FOR GUALA","Flipp Dinero;Lil Baby",2019-11-22,224915,56,true,dalootrobber2121,2022-07-11T23:32:21Z,"","Cinematic/Epic/We The Best",0.826,0.635,5,-5.181,0,0.212,0.102,0,0.245,0.808,119.954,4
spotify:track:2BULAwmRpScmZE7YOF07e5,"Amigo","We Love You Tecca","Lil Tecca",2019-08-30,150093,67,true,dalootrobber2121,2022-07-13T00:24:50Z,"melodic rap,rap","Republic Records",0.774,0.669,7,-7.397,0,0.221,0.415,0,0.105,0.528,89.954,4
spotify:track:1YakuHfzKxjnseCEeVQtrY,"Don't Wanna Fall In Love","Smyle (Extended)","KYLE",2015-10-02,232368,27,true,dalootrobber2121,2022-07-13T00:44:14Z,"","KYLE",0.486,0.616,0,-6.9,1,0.277,0.0149,0,0.356,0.601,132.151,4
spotify:track:1KjQPDJQCUuqDj3AmfSBCa,"CAPO","CAPO","NLE Choppa",2019-03-22,192200,1,true,dalootrobber2121,2022-07-17T15:26:28Z,"","No Love Entertainment",0.617,0.953,2,-4.162,1,0.0693,0.119,0,0.331,0.594,154.964,4
spotify:track:4sWuPniHClkInYAnzXAYUF,"Camelot","Camelot","NLE Choppa",2019-09-13,148759,57,true,dalootrobber2121,2022-07-17T15:26:37Z,"","Warner Records",0.787,0.713,7,-5.252,1,0.401,0.0849,0,0.717,0.761,175.046,4
spotify:track:67XyC1GdSkKb9sbRRkUDXS,"Shotta Flow (feat. Blueface) [Remix]","Shotta Flow (Feat. Blueface) [Remix]","NLE Choppa;Blueface",2019-06-20,176631,2,true,dalootrobber2121,2022-07-17T15:26:43Z,"","No Love Entertainment",0.894,0.511,2,-4.768,1,0.42,0.0251,0,0.14,0.568,120.08,4
spotify:track:7fEoXCZTZFosUFvFQg1BmW,"Took Her To The O","Levon James","King Von",2020-03-06,196179,84,true,dalootrobber2121,2022-07-20T16:26:25Z,"chicago drill,drill","Forever and a Day, LLC / EMPIRE",0.82,0.592,1,-7.002,1,0.29,0.0149,0.00000471,0.121,0.4,159.98,4
spotify:track:3LtpKP5abr2qqjunvjlX5i,"Doja","Doja","Central Cee",2022-07-21,97392,78,true,dalootrobber2121,2022-07-30T15:08:46Z,"uk drill,drill,uk grime","Central Cee",0.911,0.573,6,-7.43,1,0.288,0.38,0,0.403,0.972,140.04,4
spotify:track:1QXoYhLEVIyKwrP8YSoupu,"Foolin Around","Foolin Around","Sgell",2022-07-31,99343,0,true,dalootrobber2121,2022-08-16T00:52:21Z,"","SgL",0.842,0.642,1,-11.848,0,0.24,0.0448,0.0000323,0.137,0.619,144.992,4
spotify:track:4txKMpsSfZRV6durPuHVq0,"New Tank","Whole Lotta Red","Playboi Carti",2020-12-25,89741,69,true,dalootrobber2121,2022-08-16T00:52:51Z,"rage rap","AWGE/Interscope Records",0.819,0.638,10,-4.831,0,0.226,0.031,0.000116,0.152,0.167,150.993,4
spotify:track:4yVpS65YGing0IChXRV9Yd,"Somebody (feat. A Boogie Wit Da Hoodie & Lil Tecca)","B4 The Storm","Internet Money;Lil Tecca;A Boogie Wit da Hoodie",2020-08-28,174333,0,true,dalootrobber2121,2022-08-20T18:09:35Z,"melodic rap,rap","Internet Money Records/ TenThousand Projects",0.626,0.673,6,-6.658,0,0.252,0.366,0,0.111,0.315,89.877,4
spotify:track:57eKYEcbLXr5CYIPewf4YY,"RASPUTIA","BAWSKEE 3.5","Comethazine",2019-07-26,95294,33,true,dalootrobber2121,2022-08-20T18:09:48Z,"","Alamo",0.85,0.702,1,-5.29,0,0.361,0.0484,0,0.158,0.132,136.022,4
spotify:track:7dcI4RErrohrLMwlU8M6d8,"NO EVIDENCE","BAWSKEE 3.5","Comethazine",2019-07-26,116954,38,true,dalootrobber2121,2022-08-20T18:10:11Z,"","Alamo",0.543,0.742,8,-6.563,1,0.271,0.0646,0,0.0846,0.497,97.826,4
spotify:track:3YyEymcL2vI5Ibo16CW9KG,"NONSENSE","Bawskee 2","Comethazine",2019-01-11,73846,40,true,dalootrobber2121,2022-08-20T18:10:26Z,"","Alamo",0.639,0.812,8,-4.113,1,0.0569,0.0773,0,0.115,0.5,182.02,4
spotify:track:7KMi67SvcUC1rTfCqNXzoN,"Durgaflowz","Durgaflowz","Ski Mask The Slump God",2017-01-01,96078,45,true,dalootrobber2121,2022-08-20T18:10:47Z,"","Ski Mask The Slump God",0.75,0.776,11,-7.561,0,0.249,0.226,0,0.355,0.519,130.066,4
spotify:track:7uiKhczPTjwXdQOBnuozhH,"Life Goes On","See Me Cry","LUCKY3RD",2019-07-25,171013,56,true,dalootrobber2121,2022-08-25T03:46:32Z,"","DEM HOUSTON BOYS",0.847,0.388,6,-10.011,0,0.373,0.0256,0,0.0987,0.431,82.53,4
spotify:track:50a8bKqlwDEqeiEknrzkTO,"ball w/o you","i am > i was","21 Savage",2018-12-21,195046,76,true,dalootrobber2121,2022-08-25T03:47:55Z,"","Slaughter Gang, LLC/Epic Records",0.892,0.633,8,-7.471,1,0.0902,0.0467,0.000189,0.139,0.459,137.994,4
spotify:track:3wn8nOygkHLUQ9dlXM1rKW,"Poppin","2 Alivë","Yeat",2022-02-18,167186,64,true,dalootrobber2121,2022-08-27T23:54:32Z,"rage rap","Field Trip Recordings/Geffen Records",0.705,0.613,7,-7.441,1,0.123,0.262,0.00000697,0.198,0.259,74.521,4
spotify:track:51EC3I1nQXpec4gDk0mQyP,"90210 (feat. Kacy Hill)","Rodeo","Travis Scott;Kacy Hill",2015-09-04,339066,79,true,dalootrobber2121,2022-08-27T23:54:39Z,"rap","Cactus Jack / Epic",0.402,0.527,9,-6.737,0,0.0917,0.113,0.00000848,0.105,0.31,81.42,4
spotify:track:6T5i0o62ZyfHRRHHihYJ1n,"PSA","The D.O.A. Tape","Kay Flock",2021-11-05,113600,64,true,dalootrobber2121,2022-08-28T19:11:22Z,"new york drill,drill,brooklyn drill","Capitol Records",0.872,0.77,1,-6.722,1,0.538,0.0591,0,0.0663,0.817,147.061,4
spotify:track:6U9XVD4vCt5YoygTqJ5UaA,"Zoouston","Second Semester","G2 Genesis",2021-03-23,148072,0,true,dalootrobber2121,2022-08-30T16:51:29Z,"","2919327 Records DK",0.712,0.764,11,-5.555,0,0.468,0.307,0,0.538,0.763,76.559,4
spotify:track:2JJ6XjVqjISFC3F3srBS8T,"Spinback","Comethazine The Album","Comethazine",2021-10-22,105826,46,true,dalootrobber2121,2022-08-30T18:21:30Z,"","Alamo",0.964,0.771,11,-7.238,0,0.311,0.00451,0.00000158,0.432,0.468,127.003,4
spotify:track:3U21A07gAloCc4P7J8rxcn,"All Mine","ye","Kanye West",2018-06-01,145506,68,true,dalootrobber2121,2022-09-01T16:46:27Z,"rap","Getting Out Our Dreams, Inc./Def Jam Recordings",0.925,0.31,11,-6.531,0,0.291,0.123,0,0.0931,0.291,121.927,4
spotify:track:5gQcxYXqnofyocKgEbGYKt,"Bounce Out With That","YBN: The Mixtape","YBN Nahmir",2018-09-07,99108,64,true,dalootrobber2121,2022-09-01T16:49:04Z,"","2018",0.864,0.664,8,-7.315,1,0.104,0.0476,0,0.0863,0.381,94.932,4
spotify:track:1jOgJN75btuUONIdf57vHz,"Munch (Feelin’ U)","Munch (Feelin’ U)","Ice Spice",2022-08-10,104819,58,true,dalootrobber2121,2022-09-02T22:22:54Z,"","Worldstar",0.811,0.528,11,-7.278,0,0.275,0.291,0,0.0787,0.635,166.084,4
spotify:track:0ypjMI7vHiDP4sLB1C0Qna,"Talk","Talk","Yeat",2022-09-02,174857,59,true,dalootrobber2121,2022-09-04T02:00:29Z,"rage rap","Field Trip Recordings/Geffen Records",0.699,0.748,4,-4.72,0,0.227,0.0999,0,0.578,0.26,140.006,4
spotify:track:37nYSBS0MfRCm913QwCCYo,"On tha linë","2 Alivë","Yeat",2022-02-18,154786,68,true,dalootrobber2121,2022-09-10T19:44:28Z,"rage rap","Field Trip Recordings/Geffen Records",0.771,0.594,1,-8.991,0,0.193,0.00482,0.00000688,0.111,0.119,149.106,4
spotify:track:5RdiPZzjXTmp9N51wBEzCv,"Off Tha Lot","4L","Yeat",2021-06-10,123506,0,true,dalootrobber2121,2022-09-10T19:44:36Z,"rage rap","TwizzyRich",0.713,0.521,9,-6.696,1,0.16,0.00975,0,0.205,0.229,139.787,4
spotify:track:0Pq8CSHDXInMK8atOkWSAv,"Rackz got më (feat. Gunna)","2 Alivë","Yeat;Gunna",2022-02-18,181440,59,true,dalootrobber2121,2022-09-10T19:44:42Z,"rage rap,melodic rap","Field Trip Recordings/Geffen Records",0.788,0.603,5,-6.959,0,0.1,0.00439,0.000232,0.144,0.216,142.943,4
spotify:track:3dl8bSF08LQfCf4T6CCksf,"On That Time","Whole Lotta Red","Playboi Carti",2020-12-25,102421,65,true,dalootrobber2121,2022-09-10T19:44:52Z,"rage rap","AWGE/Interscope Records",0.598,0.476,0,-3.673,1,0.0333,0.00584,0,0.265,0.0545,150.078,4
spotify:track:0k4Xxpf3Ml9e0UFYacCIDO,"U could tëll","Up 2 Më","Yeat",2021-09-10,148793,0,true,dalootrobber2121,2022-09-10T19:45:07Z,"rage rap","TwizzyRich",0.709,0.527,11,-9.371,0,0.283,0.0553,0,0.108,0.342,142.043,4
spotify:track:0bihOtJtBxl6r9DUJorNUh,"Swërved It","Up 2 Më","Yeat",2021-09-10,137299,0,true,dalootrobber2121,2022-09-10T22:13:52Z,"rage rap","TwizzyRich",0.562,0.758,4,-6.64,1,0.133,0.0251,0,0.107,0.431,76.991,4
spotify:track:0j2T0R9dR9qdJYsB7ciXhf,"Stronger","Graduation","Kanye West",2007-09-11,311866,83,true,dalootrobber2121,2022-09-11T04:04:00Z,"rap","Roc-A-Fella",0.617,0.716,1,-7.858,1,0.136,0.0056,0,0.408,0.496,104.014,4
spotify:track:7gXQeFv66TUng1LyjjHDvb,"Champion","Graduation","Kanye West",2007-09-11,167533,43,false,dalootrobber2121,2022-09-11T04:05:34Z,"rap","Roc-A-Fella",0.688,0.503,6,-8.386,1,0.226,0.00346,0,0.694,0.747,102.157,4
